name,img,img_analysis,threeD,in:Iteration,in:Grid Type,in:FAR,in:Density Distribution (%),in:Greenspace (%),in:Park Attractor (type),in:Building Type (type),out:Landmark View (sm),out:Daylighting,out:Energy Efficiency Ratio,out:Hours Add. Comfort,out:Surprise,out:Population
Design Space,images/image_00180.png,images/analysis_00180.png,json/00180.json,180,3,5,1.0 To 1.0,0.05,0,2,658.98,80.03,5.07,365,0.23,17742
Design Space,images/image_00181.png,images/analysis_00181.png,json/00181.json,181,3,5,1.0 To 1.0,0.15,0,2,146.25,76.29,6.24,323,0.27,17742
Design Space,images/image_00182.png,images/analysis_00182.png,json/00182.json,182,3,5,1.0 To 1.0,0.3,0,2,445.68,67.74,7.45,285,0.39,17742
Design Space,images/image_00183.png,images/analysis_00183.png,json/00183.json,183,3,5,1.0 To 1.0,0.6,0,2,427.18,78.51,19.03,185,0.38,17742
Design Space,images/image_00184.png,images/analysis_00184.png,json/00184.json,184,3,5,1.0 To 1.0,0.05,1,2,633.31,82.03,5.03,338,0.22,17742
Design Space,images/image_00185.png,images/analysis_00185.png,json/00185.json,185,3,5,1.0 To 1.0,0.15,1,2,339.70,66.41,6.31,287,0.38,17742
Design Space,images/image_00186.png,images/analysis_00186.png,json/00186.json,186,3,5,1.0 To 1.0,0.3,1,2,739.52,68.27,7.51,229,0.28,17742
Design Space,images/image_00187.png,images/analysis_00187.png,json/00187.json,187,3,5,1.0 To 1.0,0.6,1,2,1086.03,76.78,19.71,188,0.18,17742
Design Space,images/image_00188.png,images/analysis_00188.png,json/00188.json,188,3,5,1.0 To 1.0,0.05,2,2,248.13,79.48,5.2,369,0.28,17742
Design Space,images/image_00189.png,images/analysis_00189.png,json/00189.json,189,3,5,1.0 To 1.0,0.15,2,2,169.53,78.04,5.37,344,0.32,17742
Design Space,images/image_00190.png,images/analysis_00190.png,json/00190.json,190,3,5,1.0 To 1.0,0.3,2,2,988.89,77.51,7.27,349,0.44,17742
Design Space,images/image_00191.png,images/analysis_00191.png,json/00191.json,191,3,5,1.0 To 1.0,0.6,2,2,997.09,95.5,15.26,260,0.4,17742
Design Space,images/image_00192.png,images/analysis_00192.png,json/00192.json,192,4,5,1.0 To 1.0,0.05,0,2,80.50,89.79,4.29,241,0.24,17742
Design Space,images/image_00193.png,images/analysis_00193.png,json/00193.json,193,4,5,1.0 To 1.0,0.15,0,2,647.34,86.92,5.23,231,0.25,17742
Design Space,images/image_00194.png,images/analysis_00194.png,json/00194.json,194,4,5,1.0 To 1.0,0.3,0,2,647.31,67.55,6.9,230,0.37,17742
Design Space,images/image_00195.png,images/analysis_00195.png,json/00195.json,195,4,5,1.0 To 1.0,0.6,0,2,757.74,82.92,18.66,159,0.43,17742
Design Space,images/image_00196.png,images/analysis_00196.png,json/00196.json,196,4,5,1.0 To 1.0,0.05,1,2,125.90,89.26,4.46,238,0.22,17742
Design Space,images/image_00197.png,images/analysis_00197.png,json/00197.json,197,4,5,1.0 To 1.0,0.15,1,2,711.34,86.88,5.24,207,0.25,17742
Design Space,images/image_00198.png,images/analysis_00198.png,json/00198.json,198,4,5,1.0 To 1.0,0.3,1,2,748.74,65.15,6.98,166,0.29,17742
Design Space,images/image_00199.png,images/analysis_00199.png,json/00199.json,199,4,5,1.0 To 1.0,0.6,1,2,684.40,82.37,17.92,135,0.21,17742
Design Space,images/image_00200.png,images/analysis_00200.png,json/00200.json,200,4,5,1.0 To 1.0,0.05,2,2,201.24,89.63,4.37,234,0.22,17742
Design Space,images/image_00201.png,images/analysis_00201.png,json/00201.json,201,4,5,1.0 To 1.0,0.15,2,2,646.21,83.61,4.35,229,0.27,17742
Design Space,images/image_00202.png,images/analysis_00202.png,json/00202.json,202,4,5,1.0 To 1.0,0.3,2,2,870.88,77.28,6.51,296,0.5,17742
Design Space,images/image_00203.png,images/analysis_00203.png,json/00203.json,203,4,5,1.0 To 1.0,0.6,2,2,874.73,96.39,14.15,215,0.5,17742
Design Space,images/image_00204.png,images/analysis_00204.png,json/00204.json,204,5,5,1.0 To 1.0,0.05,0,2,349.48,83.78,8.24,354,0.38,17742
Design Space,images/image_00205.png,images/analysis_00205.png,json/00205.json,205,5,5,1.0 To 1.0,0.15,0,2,702.41,64.77,6.29,308,0.46,17742
Design Space,images/image_00206.png,images/analysis_00206.png,json/00206.json,206,5,5,1.0 To 1.0,0.3,0,2,938.69,65.75,7.67,214,0.45,17742
Design Space,images/image_00207.png,images/analysis_00207.png,json/00207.json,207,5,5,1.0 To 1.0,0.6,0,2,917.35,82.26,15.92,153,0.43,17742
Design Space,images/image_00208.png,images/analysis_00208.png,json/00208.json,208,5,5,1.0 To 1.0,0.05,1,2,754.39,84.66,8.03,325,0.38,17742
Design Space,images/image_00209.png,images/analysis_00209.png,json/00209.json,209,5,5,1.0 To 1.0,0.15,1,2,579.42,78.86,11.46,294,0.29,17742
Design Space,images/image_00210.png,images/analysis_00210.png,json/00210.json,210,5,5,1.0 To 1.0,0.3,1,2,823.69,64.26,7.57,188,0.34,17742
Design Space,images/image_00211.png,images/analysis_00211.png,json/00211.json,211,5,5,1.0 To 1.0,0.6,1,2,845.64,74.89,19.62,137,0.21,17742
Design Space,images/image_00212.png,images/analysis_00212.png,json/00212.json,212,5,5,1.0 To 1.0,0.05,2,2,875.31,83.12,5.48,329,0.42,17742
Design Space,images/image_00213.png,images/analysis_00213.png,json/00213.json,213,5,5,1.0 To 1.0,0.15,2,2,216.46,69.39,6.28,343,0.51,17742
Design Space,images/image_00214.png,images/analysis_00214.png,json/00214.json,214,5,5,1.0 To 1.0,0.3,2,2,455.00,75.37,7.34,337,0.48,17742
Design Space,images/image_00215.png,images/analysis_00215.png,json/00215.json,215,5,5,1.0 To 1.0,0.6,2,2,537.37,93.71,15.48,225,0.42,17742
Design Space,images/image_00216.png,images/analysis_00216.png,json/00216.json,216,0,6.3,1.0 To 1.0,0.05,0,0,899.22,65.11,7.91,459,0.34,22355
Design Space,images/image_00217.png,images/analysis_00217.png,json/00217.json,217,0,6.3,1.0 To 1.0,0.15,0,0,1009.66,69.67,8.85,396,0.35,22355
Design Space,images/image_00218.png,images/analysis_00218.png,json/00218.json,218,0,6.3,1.0 To 1.0,0.3,0,0,807.97,64.15,11.77,301,0.23,22355
Design Space,images/image_00219.png,images/analysis_00219.png,json/00219.json,219,0,6.3,1.0 To 1.0,0.6,0,0,458.91,66.97,17.27,174,0.37,22355
Design Space,images/image_00220.png,images/analysis_00220.png,json/00220.json,220,0,6.3,1.0 To 1.0,0.05,1,0,178.93,68.05,9.29,471,0.3,22355
Design Space,images/image_00221.png,images/analysis_00221.png,json/00221.json,221,0,6.3,1.0 To 1.0,0.15,1,0,369.77,66.64,9,401,0.31,22355
Design Space,images/image_00222.png,images/analysis_00222.png,json/00222.json,222,0,6.3,1.0 To 1.0,0.3,1,0,739.17,79.12,9.53,228,0.24,22355
Design Space,images/image_00223.png,images/analysis_00223.png,json/00223.json,223,0,6.3,1.0 To 1.0,0.6,1,0,502.24,66.31,16.79,178,0.15,22355
Design Space,images/image_00224.png,images/analysis_00224.png,json/00224.json,224,0,6.3,1.0 To 1.0,0.05,2,0,384.13,66.81,9.46,489,0.28,22355
Design Space,images/image_00225.png,images/analysis_00225.png,json/00225.json,225,0,6.3,1.0 To 1.0,0.15,2,0,310.50,70.19,9.18,438,0.38,22355
Design Space,images/image_00226.png,images/analysis_00226.png,json/00226.json,226,0,6.3,1.0 To 1.0,0.3,2,0,580.07,77.03,12.32,432,0.38,22355
Design Space,images/image_00227.png,images/analysis_00227.png,json/00227.json,227,0,6.3,1.0 To 1.0,0.6,2,0,1223.13,89.39,15.34,338,0.35,22355
Design Space,images/image_00228.png,images/analysis_00228.png,json/00228.json,228,1,6.3,1.0 To 1.0,0.05,0,0,911.09,62.17,6.81,441,0.27,22355
Design Space,images/image_00229.png,images/analysis_00229.png,json/00229.json,229,1,6.3,1.0 To 1.0,0.15,0,0,365.58,64.58,7.78,408,0.21,22355
Design Space,images/image_00230.png,images/analysis_00230.png,json/00230.json,230,1,6.3,1.0 To 1.0,0.3,0,0,654.06,70.65,11.41,255,0.28,22355
Design Space,images/image_00231.png,images/analysis_00231.png,json/00231.json,231,1,6.3,1.0 To 1.0,0.6,0,0,937.66,58.8,20.45,183,0.35,22355
Design Space,images/image_00232.png,images/analysis_00232.png,json/00232.json,232,1,6.3,1.0 To 1.0,0.05,1,0,102.88,63.21,8.35,452,0.21,22355
Design Space,images/image_00233.png,images/analysis_00233.png,json/00233.json,233,1,6.3,1.0 To 1.0,0.15,1,0,535.28,59.15,9.06,341,0.17,22355
Design Space,images/image_00234.png,images/analysis_00234.png,json/00234.json,234,1,6.3,1.0 To 1.0,0.3,1,0,1034.39,71.67,11.1,238,0.19,22355
Design Space,images/image_00235.png,images/analysis_00235.png,json/00235.json,235,1,6.3,1.0 To 1.0,0.6,1,0,869.60,61.2,19.98,184,0.16,22355
Design Space,images/image_00236.png,images/analysis_00236.png,json/00236.json,236,1,6.3,1.0 To 1.0,0.05,2,0,544.67,63.78,8.07,458,0.23,22355
Design Space,images/image_00237.png,images/analysis_00237.png,json/00237.json,237,1,6.3,1.0 To 1.0,0.15,2,0,260.84,69.05,7.76,432,0.27,22355
Design Space,images/image_00238.png,images/analysis_00238.png,json/00238.json,238,1,6.3,1.0 To 1.0,0.3,2,0,772.97,79.83,10.35,312,0.27,22355
Design Space,images/image_00239.png,images/analysis_00239.png,json/00239.json,239,1,6.3,1.0 To 1.0,0.6,2,0,1284.90,91.33,15.82,305,0.52,22355
Design Space,images/image_00240.png,images/analysis_00240.png,json/00240.json,240,2,6.3,1.0 To 1.0,0.05,0,0,470.35,65.53,6.83,457,0.24,22355
Design Space,images/image_00241.png,images/analysis_00241.png,json/00241.json,241,2,6.3,1.0 To 1.0,0.15,0,0,680.21,66.23,8.16,418,0.2,22355
Design Space,images/image_00242.png,images/analysis_00242.png,json/00242.json,242,2,6.3,1.0 To 1.0,0.3,0,0,128.41,62.55,11.08,367,0.17,22355
Design Space,images/image_00243.png,images/analysis_00243.png,json/00243.json,243,2,6.3,1.0 To 1.0,0.6,0,0,836.79,60.96,20.41,204,0.4,22355
Design Space,images/image_00244.png,images/analysis_00244.png,json/00244.json,244,2,6.3,1.0 To 1.0,0.05,1,0,131.23,65.23,8.12,460,0.17,22355
Design Space,images/image_00245.png,images/analysis_00245.png,json/00245.json,245,2,6.3,1.0 To 1.0,0.15,1,0,458.23,61.39,9.45,393,0.14,22355
Design Space,images/image_00246.png,images/analysis_00246.png,json/00246.json,246,2,6.3,1.0 To 1.0,0.3,1,0,258.55,63.54,10.4,349,0.16,22355
Design Space,images/image_00247.png,images/analysis_00247.png,json/00247.json,247,2,6.3,1.0 To 1.0,0.6,1,0,754.70,58.25,22.67,190,0.14,22355
Design Space,images/image_00248.png,images/analysis_00248.png,json/00248.json,248,2,6.3,1.0 To 1.0,0.05,2,0,516.42,66.84,8.3,483,0.2,22355
Design Space,images/image_00249.png,images/analysis_00249.png,json/00249.json,249,2,6.3,1.0 To 1.0,0.15,2,0,987.07,72.12,7.93,446,0.35,22355
Design Space,images/image_00250.png,images/analysis_00250.png,json/00250.json,250,2,6.3,1.0 To 1.0,0.3,2,0,688.32,76.28,10.33,432,0.31,22355
Design Space,images/image_00251.png,images/analysis_00251.png,json/00251.json,251,2,6.3,1.0 To 1.0,0.6,2,0,1059.44,87.04,16.1,317,0.46,22355
Design Space,images/image_00252.png,images/analysis_00252.png,json/00252.json,252,3,6.3,1.0 To 1.0,0.05,0,0,401.32,63.87,6.26,448,0.22,22355
Design Space,images/image_00253.png,images/analysis_00253.png,json/00253.json,253,3,6.3,1.0 To 1.0,0.15,0,0,965.49,64.9,7.48,442,0.2,22355
Design Space,images/image_00254.png,images/analysis_00254.png,json/00254.json,254,3,6.3,1.0 To 1.0,0.3,0,0,473.89,58.99,10.14,362,0.15,22355
Design Space,images/image_00255.png,images/analysis_00255.png,json/00255.json,255,3,6.3,1.0 To 1.0,0.6,0,0,554.66,60.39,20.16,213,0.32,22355
Design Space,images/image_00256.png,images/analysis_00256.png,json/00256.json,256,3,6.3,1.0 To 1.0,0.05,1,0,572.28,63.59,7.55,460,0.19,22355
Design Space,images/image_00257.png,images/analysis_00257.png,json/00257.json,257,3,6.3,1.0 To 1.0,0.15,1,0,818.99,62.01,8.79,380,0.17,22355
Design Space,images/image_00258.png,images/analysis_00258.png,json/00258.json,258,3,6.3,1.0 To 1.0,0.3,1,0,925.29,61.41,10.18,344,0.16,22355
Design Space,images/image_00259.png,images/analysis_00259.png,json/00259.json,259,3,6.3,1.0 To 1.0,0.6,1,0,699.12,55.82,21.68,208,0.15,22355
Design Space,images/image_00260.png,images/analysis_00260.png,json/00260.json,260,3,6.3,1.0 To 1.0,0.05,2,0,662.99,63.44,7.7,489,0.2,22355
Design Space,images/image_00261.png,images/analysis_00261.png,json/00261.json,261,3,6.3,1.0 To 1.0,0.15,2,0,755.55,72.02,7.4,444,0.33,22355
Design Space,images/image_00262.png,images/analysis_00262.png,json/00262.json,262,3,6.3,1.0 To 1.0,0.3,2,0,425.73,76.51,9.66,436,0.26,22355
Design Space,images/image_00263.png,images/analysis_00263.png,json/00263.json,263,3,6.3,1.0 To 1.0,0.6,2,0,872.59,87.25,16.41,335,0.45,22355
Design Space,images/image_00264.png,images/analysis_00264.png,json/00264.json,264,4,6.3,1.0 To 1.0,0.05,0,0,536.06,33.27,4.78,314,0.41,22355
Design Space,images/image_00265.png,images/analysis_00265.png,json/00265.json,265,4,6.3,1.0 To 1.0,0.15,0,0,769.60,62.78,7.14,316,0.3,22355
Design Space,images/image_00266.png,images/analysis_00266.png,json/00266.json,266,4,6.3,1.0 To 1.0,0.3,0,0,183.60,60.26,9.58,310,0.23,22355
Design Space,images/image_00267.png,images/analysis_00267.png,json/00267.json,267,4,6.3,1.0 To 1.0,0.6,0,0,1034.70,58.12,20.49,196,0.41,22355
Design Space,images/image_00268.png,images/analysis_00268.png,json/00268.json,268,4,6.3,1.0 To 1.0,0.05,1,0,289.56,63.35,7.26,342,0.29,22355
Design Space,images/image_00269.png,images/analysis_00269.png,json/00269.json,269,4,6.3,1.0 To 1.0,0.15,1,0,491.68,60.88,8.38,314,0.24,22355
Design Space,images/image_00270.png,images/analysis_00270.png,json/00270.json,270,4,6.3,1.0 To 1.0,0.3,1,0,434.17,72.11,11.38,241,0.27,22355
Design Space,images/image_00271.png,images/analysis_00271.png,json/00271.json,271,4,6.3,1.0 To 1.0,0.6,1,0,1111.56,60.92,20.41,193,0.22,22355
Design Space,images/image_00272.png,images/analysis_00272.png,json/00272.json,272,4,6.3,1.0 To 1.0,0.05,2,0,976.73,60.26,7.11,346,0.3,22355
Design Space,images/image_00273.png,images/analysis_00273.png,json/00273.json,273,4,6.3,1.0 To 1.0,0.15,2,0,452.31,68.24,6.97,362,0.34,22355
Design Space,images/image_00274.png,images/analysis_00274.png,json/00274.json,274,4,6.3,1.0 To 1.0,0.3,2,0,354.26,75.96,8.42,360,0.37,22355
Design Space,images/image_00275.png,images/analysis_00275.png,json/00275.json,275,4,6.3,1.0 To 1.0,0.6,2,0,1095.95,85.54,16.73,343,0.49,22355
Design Space,images/image_00276.png,images/analysis_00276.png,json/00276.json,276,5,6.3,1.0 To 1.0,0.05,0,0,564.01,61.26,6.44,393,0.34,22355
Design Space,images/image_00277.png,images/analysis_00277.png,json/00277.json,277,5,6.3,1.0 To 1.0,0.15,0,0,176.40,63.06,7.71,374,0.34,22355
Design Space,images/image_00278.png,images/analysis_00278.png,json/00278.json,278,5,6.3,1.0 To 1.0,0.3,0,0,197.41,62.92,10.33,277,0.32,22355
Design Space,images/image_00279.png,images/analysis_00279.png,json/00279.json,279,5,6.3,1.0 To 1.0,0.6,0,0,395.04,60.47,19.67,192,0.44,22355
Design Space,images/image_00280.png,images/analysis_00280.png,json/00280.json,280,5,6.3,1.0 To 1.0,0.05,1,0,123.33,63.15,7.63,387,0.32,22355
Design Space,images/image_00281.png,images/analysis_00281.png,json/00281.json,281,5,6.3,1.0 To 1.0,0.15,1,0,273.72,62.4,7.68,337,0.3,22355
Design Space,images/image_00282.png,images/analysis_00282.png,json/00282.json,282,5,6.3,1.0 To 1.0,0.3,1,0,483.13,69.56,11.69,218,0.21,22355
Design Space,images/image_00283.png,images/analysis_00283.png,json/00283.json,283,5,6.3,1.0 To 1.0,0.6,1,0,802.81,57.81,21.19,163,0.17,22355
Design Space,images/image_00284.png,images/analysis_00284.png,json/00284.json,284,5,6.3,1.0 To 1.0,0.05,2,0,685.93,63.29,7.74,420,0.3,22355
Design Space,images/image_00285.png,images/analysis_00285.png,json/00285.json,285,5,6.3,1.0 To 1.0,0.15,2,0,311.40,69.45,7.55,405,0.37,22355
Design Space,images/image_00286.png,images/analysis_00286.png,json/00286.json,286,5,6.3,1.0 To 1.0,0.3,2,0,794.51,79.68,10.16,342,0.34,22355
Design Space,images/image_00287.png,images/analysis_00287.png,json/00287.json,287,5,6.3,1.0 To 1.0,0.6,2,0,973.36,89.07,15.88,321,0.55,22355
Design Space,images/image_00288.png,images/analysis_00288.png,json/00288.json,288,0,6.3,1.0 To 1.0,0.05,0,1,846.18,48.34,6.92,390,0.21,22355
Design Space,images/image_00289.png,images/analysis_00289.png,json/00289.json,289,0,6.3,1.0 To 1.0,0.15,0,1,904.54,75.72,7.32,347,0.2,22355
Design Space,images/image_00290.png,images/analysis_00290.png,json/00290.json,290,0,6.3,1.0 To 1.0,0.3,0,1,963.37,69.31,9.5,236,0.29,22355
Design Space,images/image_00291.png,images/analysis_00291.png,json/00291.json,291,0,6.3,1.0 To 1.0,0.6,0,1,717.96,74.76,17.63,154,0.38,22355
Design Space,images/image_00292.png,images/analysis_00292.png,json/00292.json,292,0,6.3,1.0 To 1.0,0.05,1,1,711.64,73.27,7.24,363,0.16,22355
Design Space,images/image_00293.png,images/analysis_00293.png,json/00293.json,293,0,6.3,1.0 To 1.0,0.15,1,1,310.93,72.42,7.17,292,0.19,22355
Design Space,images/image_00294.png,images/analysis_00294.png,json/00294.json,294,0,6.3,1.0 To 1.0,0.3,1,1,344.61,83,9.45,200,0.21,22355
Design Space,images/image_00295.png,images/analysis_00295.png,json/00295.json,295,0,6.3,1.0 To 1.0,0.6,1,1,1040.54,80.67,15.8,152,0.22,22355
Design Space,images/image_00296.png,images/analysis_00296.png,json/00296.json,296,0,6.3,1.0 To 1.0,0.05,2,1,567.67,75.79,7.25,365,0.21,22355
Design Space,images/image_00297.png,images/analysis_00297.png,json/00297.json,297,0,6.3,1.0 To 1.0,0.15,2,1,663.41,81.11,7.23,350,0.22,22355
Design Space,images/image_00298.png,images/analysis_00298.png,json/00298.json,298,0,6.3,1.0 To 1.0,0.3,2,1,1113.14,87.22,9.33,384,0.26,22355
Design Space,images/image_00299.png,images/analysis_00299.png,json/00299.json,299,0,6.3,1.0 To 1.0,0.6,2,1,662.86,93.93,14.68,269,0.43,22355
Design Space,images/image_00300.png,images/analysis_00300.png,json/00300.json,300,1,6.3,1.0 To 1.0,0.05,0,1,781.38,77.38,5.5,320,0.09,22355
Design Space,images/image_00301.png,images/analysis_00301.png,json/00301.json,301,1,6.3,1.0 To 1.0,0.15,0,1,153.94,79.17,6.93,306,0.13,22355
Design Space,images/image_00302.png,images/analysis_00302.png,json/00302.json,302,1,6.3,1.0 To 1.0,0.3,0,1,779.49,71.95,9.06,239,0.24,22355
Design Space,images/image_00303.png,images/analysis_00303.png,json/00303.json,303,1,6.3,1.0 To 1.0,0.6,0,1,563.71,71.68,17.44,151,0.38,22355
Design Space,images/image_00304.png,images/analysis_00304.png,json/00304.json,304,1,6.3,1.0 To 1.0,0.05,1,1,861.26,77.74,6.9,320,0.11,22355
Design Space,images/image_00305.png,images/analysis_00305.png,json/00305.json,305,1,6.3,1.0 To 1.0,0.15,1,1,685.44,73.68,8.06,260,0.14,22355
Design Space,images/image_00306.png,images/analysis_00306.png,json/00306.json,306,1,6.3,1.0 To 1.0,0.3,1,1,539.41,73.3,8.92,256,0.21,22355
Design Space,images/image_00307.png,images/analysis_00307.png,json/00307.json,307,1,6.3,1.0 To 1.0,0.6,1,1,801.85,78.15,17.27,154,0.18,22355
Design Space,images/image_00308.png,images/analysis_00308.png,json/00308.json,308,1,6.3,1.0 To 1.0,0.05,2,1,398.32,78.08,6.91,345,0.17,22355
Design Space,images/image_00309.png,images/analysis_00309.png,json/00309.json,309,1,6.3,1.0 To 1.0,0.15,2,1,386.29,83.8,6.92,314,0.17,22355
Design Space,images/image_00310.png,images/analysis_00310.png,json/00310.json,310,1,6.3,1.0 To 1.0,0.3,2,1,430.48,84.61,8.92,326,0.26,22355
Design Space,images/image_00311.png,images/analysis_00311.png,json/00311.json,311,1,6.3,1.0 To 1.0,0.6,2,1,784.21,93.59,14.73,272,0.41,22355
Design Space,images/image_00312.png,images/analysis_00312.png,json/00312.json,312,2,6.3,1.0 To 1.0,0.05,0,1,79.06,75.43,5.32,323,0.09,22355
Design Space,images/image_00313.png,images/analysis_00313.png,json/00313.json,313,2,6.3,1.0 To 1.0,0.15,0,1,277.50,79.07,6.82,287,0.17,22355
Design Space,images/image_00314.png,images/analysis_00314.png,json/00314.json,314,2,6.3,1.0 To 1.0,0.3,0,1,832.44,75.52,8.73,251,0.22,22355
Design Space,images/image_00315.png,images/analysis_00315.png,json/00315.json,315,2,6.3,1.0 To 1.0,0.6,0,1,278.47,77.06,16.14,186,0.4,22355
Design Space,images/image_00316.png,images/analysis_00316.png,json/00316.json,316,2,6.3,1.0 To 1.0,0.05,1,1,785.76,78.13,6.85,341,0.12,22355
Design Space,images/image_00317.png,images/analysis_00317.png,json/00317.json,317,2,6.3,1.0 To 1.0,0.15,1,1,890.54,79.55,7.69,284,0.13,22355
Design Space,images/image_00318.png,images/analysis_00318.png,json/00318.json,318,2,6.3,1.0 To 1.0,0.3,1,1,312.20,77.89,9.03,267,0.2,22355
Design Space,images/image_00319.png,images/analysis_00319.png,json/00319.json,319,2,6.3,1.0 To 1.0,0.6,1,1,945.57,72.5,18.75,191,0.12,22355
Design Space,images/image_00320.png,images/analysis_00320.png,json/00320.json,320,2,6.3,1.0 To 1.0,0.05,2,1,255.21,78.73,6.86,348,0.18,22355
Design Space,images/image_00321.png,images/analysis_00321.png,json/00321.json,321,2,6.3,1.0 To 1.0,0.15,2,1,379.39,83.73,6.88,322,0.19,22355
Design Space,images/image_00322.png,images/analysis_00322.png,json/00322.json,322,2,6.3,1.0 To 1.0,0.3,2,1,610.90,82.15,8.85,321,0.24,22355
